201.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	959.000000	0.000000	0.000000	0.000000	0.000000	1689950215.438855	0.000000
202.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	959.000000	959.000000	0.000000	0.000000	0.000000	1689950216.279315	0.000000
203.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	959.000000	959.000000	959.000000	0.000000	0.000000	1689950217.119450	0.000000
204.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	959.000000	959.000000	959.000000	959.000000	0.000000	1689950217.959029	0.000000
205.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	959.000000	959.000000	959.000000	959.000000	1207.000000	1689950218.799228	0.000000
201.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	959.000000	959.000000	959.000000	959.000000	1207.000000	1689950219.638866	0.000000
0.000000	-15686.277344	-551.554836	-603.058868	-861.942223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.639461	0.000000
101.000000	-15686.277344	-533.666894	-591.985024	-846.234643	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.669090	0.000000
101.000000	-15686.277344	-522.234020	-587.384947	-826.312196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.669111	0.000000
102.000000	-15686.273604	-508.680623	-556.351257	-809.422808	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.669554	0.000000
102.000000	-15469.206071	-491.746356	-548.112258	-782.544147	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.669574	0.000000
103.000000	-15190.351650	-480.724870	-526.839707	-773.983516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.670422	0.000000
103.000000	-14895.677453	-469.938999	-519.625440	-741.569803	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.670444	0.000000
104.000000	-14605.461216	-450.420461	-497.593689	-722.215820	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.699488	0.000000
104.000000	-14344.569535	-444.848010	-498.416467	-706.859791	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.699510	0.000000
105.000000	-14081.946280	-424.200022	-470.483154	-692.371419	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.699746	0.000000
105.000000	-13811.386958	-414.678237	-452.097806	-680.089587	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.699764	0.000000
106.000000	-13549.878194	-400.848087	-438.899699	-651.984239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.700204	0.000000
106.000000	-13295.217186	-392.235098	-431.457298	-644.384762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.700222	0.000000
107.000000	-13048.510945	-380.981739	-419.972066	-623.388964	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.729484	0.000000
107.000000	-12812.287645	-369.268372	-407.952027	-605.022315	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.729505	0.000000
108.000000	-12574.216833	-360.846117	-397.734620	-600.878506	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.729743	0.000000
108.000000	-12318.998580	-354.652843	-385.572466	-578.738298	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.729761	0.000000
109.000000	-12097.237472	-349.574059	-367.755582	-562.346317	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1689950219.730188	0.000000
